"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"USAA Joint Visa","","03/01/2018","FELIPES TAQUERIA         CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.59,$0.00,"Cleared"
"USAA Joint Visa","","03/01/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.81,$0.00,"Cleared"
"USAA Joint Visa","","03/01/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.99,$0.00,"Cleared"
"USAA Joint Visa","","03/01/2018","ROCHE BROTHERS105        NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.98,$0.00,"Cleared"
"USAA Joint Visa","","03/01/2018","VISIT PATREON.COM/INFO   HTTPSWW","True Expenses: News","True Expenses","News","",$5.00,$0.00,"Cleared"
"USAA Joint Visa","","03/01/2018","GOOGLE *Google Storage   855-836","Archive: Drive Storage","Archive","Drive Storage","",$1.99,$0.00,"Cleared"
"USAA Checking","","03/01/2018","HARVARD UNIVERSI DIR DEP    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1470.60,"Cleared"
"USAA Checking","","03/01/2018","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1632.10,"Cleared"
"USAA Joint Visa","","02/28/2018","Spotify USA              646-837","True Expenses: Streaming Music","True Expenses","Streaming Music","",$14.99,$0.00,"Cleared"
"USAA Joint Visa","","02/28/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.26,$0.00,"Cleared"
"USAA Joint Visa","","02/28/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.75,$0.00,"Cleared"
"USAA Joint Visa","","02/28/2018","PANDORA*INTERNET RADIO   510-451","True Expenses: Streaming Music","True Expenses","Streaming Music","",$4.99,$0.00,"Cleared"
"USAA Joint Visa","","02/28/2018","AMZ*WASHPOST             866-216","True Expenses: News","True Expenses","News","",$3.99,$0.00,"Cleared"
"HSA","","02/28/2018","Interest Paid","True Expenses: Health/Medical (HSA-qualified)","True Expenses","Health/Medical (HSA-qualified)","",$0.00,$0.34,"Reconciled"
"USAA Savings","","02/28/2018","Interest Paid","True Expenses: Buffer Fund","True Expenses","Buffer Fund","",$0.00,$1.15,"Cleared"
"USAA Joint Visa","","02/27/2018","ART.COM/ALLPOSTERS.COM   888-654","Archive: Kiddo Spending","Archive","Kiddo Spending","art of the kiddo's room!",$288.32,$0.00,"Cleared"
"USAA Checking","","02/27/2018","COMM OF MASS EFT MA DOR PAY ****","True Expenses: Taxes","True Expenses","Taxes","",$236.00,$0.00,"Cleared"
"USAA Checking","","02/27/2018","CHECK # 0000001423","True Expenses: Home Maintenance","True Expenses","Home Maintenance","snowplow #1423",$100.00,$0.00,"Cleared"
"USAA Joint Visa","","02/27/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.76,$0.00,"Cleared"
"HSA","","02/27/2018","WALGREENS #1851          NATICK","True Expenses: Health/Medical (HSA-qualified)","True Expenses","Health/Medical (HSA-qualified)","bentyl generic",$3.02,$0.00,"Reconciled"
"USAA Checking","","02/26/2018","EVERSOURCE       WEB_PAY    ****","Immediate Obligations: Electric","Immediate Obligations","Electric","",$150.68,$0.00,"Cleared"
"USAA Checking","","02/26/2018","EVERSOURCE       WEB_PAY    ****","Immediate Obligations: Gas","Immediate Obligations","Gas","",$112.07,$0.00,"Cleared"
"USAA Joint Visa","","02/26/2018","AMZ*PeachDish LLC        866-216","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$50.00,$0.00,"Cleared"
"USAA Joint Visa","","02/26/2018","TARGET.COM  *            800-591","True Expenses: Clothing","True Expenses","Clothing","",$21.99,$0.00,"Cleared"
"USAA Joint Visa","","02/26/2018","AMAZON MKTPLACE PMTS WWW.WWW.AMA","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","butcher block conditioner",$11.50,$0.00,"Cleared"
"USAA Joint Visa","","02/26/2018","QDOBA 2429               CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.48,$0.00,"Cleared"
"USAA Joint Visa","","02/26/2018","GULF OIL 92038875        NATICK","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$8.06,$0.00,"Cleared"
"USAA Joint Visa","","02/26/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.50,$0.00,"Cleared"
"USAA Checking","","02/26/2018","Interest Paid","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$0.20,"Cleared"
"USAA Joint Visa","","02/25/2018","HRB ONLINE TAX PRODUCT   800-472","True Expenses: Taxes","True Expenses","Taxes","",$122.72,$0.00,"Cleared"
"USAA Joint Visa","","02/25/2018","NEST LABS                855-469","Extras: Disposable Income","Extras","Disposable Income","",$62.68,$0.00,"Cleared"
"USAA Joint Visa","","02/25/2018","Amazon.com               AMZN.CO","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","cat litter",$18.17,$0.00,"Cleared"
"USAA Joint Visa","","02/24/2018","STOP & SHOP 0006         NAT","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$124.09,$0.00,"Cleared"
"USAA Joint Visa","","02/24/2018","RMV WEB TRANSACTION      857-368","True Expenses: Auto Maintenance","True Expenses","Auto Maintenance","license renewal",$50.00,$0.00,"Cleared"
"USAA Joint Visa","","02/24/2018","NEW YORK TIMES DIGITAL   800-698","True Expenses: News","True Expenses","News","",$25.00,$0.00,"Cleared"
"USAA Joint Visa","","02/24/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.82,$0.00,"Cleared"
"USAA Checking","","02/23/2018","Transfer : USAA Joint Visa","","","","",$831.64,$0.00,"Cleared"
"USAA Joint Visa","","02/23/2018","BP#95538431660 WORCESTER FRAMING","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$19.06,$0.00,"Cleared"
"USAA Joint Visa","","02/23/2018","TST* FRESH CITY ? NATICK NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$15.16,$0.00,"Cleared"
"USAA Joint Visa","","02/23/2018","MARTIN'S NEWS SHOPS-     617-261","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$2.29,$0.00,"Cleared"
"USAA Joint Visa","","02/23/2018","Transfer : USAA Checking","","","","",$0.00,$831.64,"Cleared"
"USAA Joint Visa","","02/22/2018","Netflix.com              netflix","Immediate Obligations: Internet and Streaming TV","Immediate Obligations","Internet and Streaming TV","",$10.99,$0.00,"Cleared"
"USAA Joint Visa","","02/22/2018","SQ *CLOVER FOOD LAB      Cambrid","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.75,$0.00,"Cleared"
"USAA Joint Visa","","02/22/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.80,$0.00,"Cleared"
"USAA Joint Visa","","02/22/2018","WOODLAND PARKING         NEWTON","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$6.00,$0.00,"Cleared"
"USAA Joint Visa","","02/22/2018","PAYRANGE MOBILE APP      HTTPSPA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$5.00,$0.00,"Cleared"
"USAA Checking","","02/22/2018","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1632.10,"Cleared"
"USAA Checking","","02/21/2018","Wealthfront Inc. EDI PYMNTS ****","Archive: Roth IRAs","Archive","Roth IRAs","",$458.33,$0.00,"Cleared"
"USAA Checking","","02/21/2018","Wealthfront Inc. EDI PYMNTS ****","Archive: Roth IRAs","Archive","Roth IRAs","",$458.33,$0.00,"Cleared"
"HSA","","02/21/2018","UHS OUTPATIENT DEPARTMNT","True Expenses: Health/Medical (HSA-qualified)","True Expenses","Health/Medical (HSA-qualified)","",$25.00,$0.00,"Reconciled"
"USAA Joint Visa","","02/21/2018","SQ *BON ME - HARVAR      CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$11.77,$0.00,"Cleared"
"USAA Joint Visa","","02/21/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.62,$0.00,"Cleared"
"USAA Joint Visa","","02/21/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$5.78,$0.00,"Cleared"
"USAA Joint Visa","","02/21/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$4.45,$0.00,"Cleared"
"USAA Joint Visa","","02/21/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.75,$0.00,"Cleared"
"USAA Joint Visa","","02/21/2018","MARTIN'S NEWS SHOPS-     617-261","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.08,$0.00,"Cleared"
"USAA Checking","","02/20/2018","USAA Insurance Payment","Immediate Obligations: Home/Auto/Umbrella Insurance","Immediate Obligations","Home/Auto/Umbrella Insurance","",$362.12,$0.00,"Cleared"
"USAA Checking","","02/20/2018","CHECK # 0000001413","True Expenses: Philanthropy","True Expenses","Philanthropy","DKE pledge payment, check #1413",$250.00,$0.00,"Cleared"
"USAA Joint Visa","","02/20/2018","BODA BORG - BOSTON - E   617-817","Extras: Disposable Income","Extras","Disposable Income","Ben's bday fun",$66.00,$0.00,"Cleared"
"USAA Joint Visa","","02/20/2018","NWH WELLNESS             NEWTON","Archive: Kiddo Spending","Archive","Kiddo Spending","infant care class",$55.00,$0.00,"Cleared"
"USAA Checking","","02/20/2018","VENMO            PAYMENT    ****","Archive: College Station Visit!","Archive","College Station Visit!","",$45.00,$0.00,"Cleared"
"USAA Joint Visa","","02/20/2018","ROCHE BROTHERS105        NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$22.63,$0.00,"Cleared"
"USAA Checking","","02/20/2018","VENMO            PAYMENT    ****","Archive: College Station Visit!","Archive","College Station Visit!","",$17.00,$0.00,"Cleared"
"USAA Joint Visa","","02/20/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.50,$0.00,"Cleared"
"USAA Joint Visa","","02/20/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.75,$0.00,"Cleared"
"USAA Checking","","02/20/2018","Cash Rewards Credit","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$107.00,"Cleared"
"USAA Checking","","02/20/2018","VENMO            CASHOUT    ****","Archive: College Station Visit!","Archive","College Station Visit!","",$0.00,$155.60,"Cleared"
"USAA Joint Visa","","02/19/2018","LOGAN PARKING MASSPORT   BOSTON","Archive: College Station Visit!","Archive","College Station Visit!","",$140.00,$0.00,"Cleared"
"USAA Joint Visa","","02/19/2018","COCO LOCO MEXICAN REST   COLLEGE","Archive: College Station Visit!","Archive","College Station Visit!","",$61.20,$0.00,"Cleared"
"USAA Joint Visa","","02/19/2018","AMZ*PeachDish LLC        866-216","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$50.00,$0.00,"Cleared"
"USAA Joint Visa","","02/19/2018","HUNANS RTRN OF PHX Q80   HOUSTON","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$16.45,$0.00,"Cleared"
"USAA Joint Visa","","02/19/2018","AIRPORT XPRESS           HOUSTON","Immediate Obligations: Transportation","Immediate Obligations","Transportation","gas fillup",$14.98,$0.00,"Cleared"
"USAA Joint Visa","","02/19/2018","HOUSTON HOBBY 3203C      HOUSTON","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$14.31,$0.00,"Cleared"
"USAA Joint Visa","","02/19/2018","PAPPASITO'S CANTI Q80    HOUSTON","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$12.98,$0.00,"Cleared"
"USAA Joint Visa","","02/19/2018","E-ZPass MA               877-627","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$10.00,$0.00,"Cleared"
"USAA Joint Visa","","02/18/2018","SQ *TRUTH BBQ            BRENHAM","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$53.12,$0.00,"Cleared"
"USAA Joint Visa","","02/18/2018","CHEVRON 0357187          COLLEGE","Archive: College Station Visit!","Archive","College Station Visit!","",$36.37,$0.00,"Cleared"
"USAA Joint Visa","","02/18/2018","HEB  #619                COLLEGE","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","Coffee!",$6.49,$0.00,"Cleared"
"USAA Checking","","02/17/2018","Transfer : USAA Joint Visa","","","","",$916.25,$0.00,"Cleared"
"USAA Joint Visa","","02/17/2018","TMOBILE*AUTO PAY         800-937","Immediate Obligations: Phone Bill","Immediate Obligations","Phone Bill","",$66.04,$0.00,"Cleared"
"USAA Joint Visa","","02/17/2018","HABANEROS TEX-MEX        FRIENDS","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$27.07,$0.00,"Cleared"
"USAA Joint Visa","","02/17/2018","BKSTORE-TEXAS-AM-U #5720 COLLEGE","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$14.24,$0.00,"Cleared"
"USAA Joint Visa","","02/17/2018","Transfer : USAA Checking","","","","",$0.00,$916.25,"Cleared"
"USAA Joint Visa","","02/16/2018","MAD TACO                 COLLEGE","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$34.96,$0.00,"Cleared"
"USAA Joint Visa","","02/16/2018","WOLFGANG PIER CFC BOS    EAST BO","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$33.68,$0.00,"Cleared"
"USAA Joint Visa","","02/16/2018","TST* FRESH CITY ? NATICK NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$15.16,$0.00,"Cleared"
"USAA Joint Visa","","02/16/2018","Amazon Services-Kindle   866-321","Extras: Disposable Income","Extras","Disposable Income","iron gold",$14.99,$0.00,"Cleared"
"USAA Joint Visa","","02/16/2018","Amazon Digital Svcs      amzn.co","Immediate Obligations: Internet and Streaming TV","Immediate Obligations","Internet and Streaming TV","",$14.99,$0.00,"Cleared"
"USAA Joint Visa","","02/16/2018","AMAZON MKTPLACE PMTS     AMZN.CO","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","fitbit band",$9.81,$0.00,"Cleared"
"USAA Joint Visa","","02/16/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.74,$0.00,"Cleared"
"USAA Joint Visa","","02/16/2018","USA*SODEXO               HOUSTON","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.25,$0.00,"Cleared"
"USAA Joint Visa","","02/15/2018","SC * Mini Miracles CCC   844-762","Archive: Kiddo Spending","Archive","Kiddo Spending","childcare deposit!",$724.00,$0.00,"Cleared"
"USAA Checking","","02/15/2018","CHECK # 0000001418","True Expenses: Pet Expenses (excluding food and litter, which are groceries)","True Expenses","Pet Expenses (excluding food and litter, which are groceries)","#1418 cat sitting for shower in Ohio",$30.00,$0.00,"Cleared"
"USAA Joint Visa","","02/15/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.76,$0.00,"Cleared"
"USAA Joint Visa","","02/15/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.75,$0.00,"Cleared"
"USAA Checking","","02/15/2018","HARVARD UNIVERSI DIR DEP    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1364.02,"Cleared"
"USAA Checking","","02/15/2018","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1632.09,"Cleared"
"USAA Checking","","02/14/2018","Transfer : USAA Joint Visa","","","","",$1483.13,$0.00,"Cleared"
"USAA Joint Visa","","02/14/2018","BRITISH BEER COMPA       FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$89.47,$0.00,"Cleared"
"USAA Joint Visa","","02/14/2018","GULF OIL 91185461        FRAMING","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$26.19,$0.00,"Cleared"
"USAA Joint Visa","","02/14/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$11.09,$0.00,"Cleared"
"USAA Joint Visa","","02/14/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.25,$0.00,"Cleared"
"USAA Joint Visa","","02/14/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","breakfast",$3.75,$0.00,"Cleared"
"USAA Joint Visa","","02/14/2018","MARTIN'S NEWS SHOPS-     617-261","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$2.58,$0.00,"Cleared"
"USAA Joint Visa","","02/14/2018","Transfer : USAA Checking","","","","",$0.00,$1483.13,"Cleared"
"USAA Checking","","02/13/2018","CAPITAL ONE      Online Pmt ****","Immediate Obligations: Furniture Payments","Immediate Obligations","Furniture Payments","",$114.00,$0.00,"Cleared"
"USAA Checking","","02/13/2018","CHECK # 0000001421","True Expenses: Home Maintenance","True Expenses","Home Maintenance","snow plow #1421",$40.00,$0.00,"Cleared"
"USAA Joint Visa","","02/13/2018","ROCHE BROTHERS105        NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$12.54,$0.00,"Cleared"
"USAA Joint Visa","","02/13/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.14,$0.00,"Cleared"
"USAA Joint Visa","","02/13/2018","GOOGLE *Google Storage   855-836","Archive: Drive Storage","Archive","Drive Storage","",$1.99,$0.00,"Cleared"
"USAA Joint Visa","","02/12/2018","AmazonPckupCampusLckr    866-216","True Expenses: Gifts","True Expenses","Gifts","Ryo bday",$108.85,$0.00,"Cleared"
"USAA Checking","","02/12/2018","VENMO            PAYMENT    ****","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","STEM dinner",$36.00,$0.00,"Cleared"
"USAA Joint Visa","","02/12/2018","HARVARD PARKING          617-495","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$17.00,$0.00,"Cleared"
"USAA Joint Visa","","02/12/2018","AMAZON MKTPLACE PMTS     AMZN.CO","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","plate hangers",$10.30,$0.00,"Cleared"
"USAA Joint Visa","","02/12/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.50,$0.00,"Cleared"
"USAA Joint Visa","","02/11/2018","THE MANOR ON GOLDEN POND 603-968","Archive: Babymoon 2018!","Archive","Babymoon 2018!","",$681.00,$0.00,"Cleared"
"USAA Joint Visa","","02/11/2018","AMAZON MKTPLACE PMTS     AMZN.CO","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","dish brushes",$9.99,$0.00,"Cleared"
"USAA Joint Visa","","02/10/2018","BJS WHOLESALE #0047      FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$242.90,$0.00,"Cleared"
"USAA Joint Visa","","02/10/2018","SPACE CTR HOU ONLINE     281-244","Archive: College Station Visit!","Archive","College Station Visit!","",$59.90,$0.00,"Cleared"
"USAA Joint Visa","","02/10/2018","TGI FRIDAY'S 2733        FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$44.65,$0.00,"Cleared"
"USAA Joint Visa","","02/10/2018","STOP & SHOP 0003         FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$43.50,$0.00,"Cleared"
"USAA Joint Visa","","02/10/2018","LYFT   *RIDE FRI 9PM     LYFT.CO","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$36.27,$0.00,"Cleared"
"USAA Joint Visa","","02/10/2018","NATICK CLEANERS          NATICK","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","",$7.95,$0.00,"Cleared"
"USAA Joint Visa","","02/10/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.60,$0.00,"Cleared"
"USAA Joint Visa","","02/09/2018","ROCHE BROTHERS105        NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$17.55,$0.00,"Cleared"
"USAA Joint Visa","","02/09/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.26,$0.00,"Cleared"
"USAA Joint Visa","","02/09/2018","S STATION AUBONPAIN 51   BOSTON","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$5.18,$0.00,"Cleared"
"USAA Joint Visa","","02/09/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$4.95,$0.00,"Cleared"
"USAA Joint Visa","","02/09/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$4.30,$0.00,"Cleared"
"USAA Joint Visa","","02/08/2018","YOU NEED A BUDGET        801-610","True Expenses: Annual Expenses","True Expenses","Annual Expenses","",$45.00,$0.00,"Cleared"
"USAA Joint Visa","","02/08/2018","DAH-MEE REST             NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$41.10,$0.00,"Cleared"
"USAA Joint Visa","","02/08/2018","TST* FRESH CITY ? NATICK NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$13.03,$0.00,"Cleared"
"USAA Joint Visa","","02/08/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.97,$0.00,"Cleared"
"USAA Joint Visa","","02/08/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.39,$0.00,"Cleared"
"USAA Joint Visa","","02/08/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.00,$0.00,"Cleared"
"USAA Joint Visa","","02/08/2018","ROCHE BROTHERS105        NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.94,$0.00,"Cleared"
"USAA Joint Visa","","02/08/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.50,$0.00,"Cleared"
"USAA Joint Visa","","02/08/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.05,$0.00,"Cleared"
"USAA Joint Visa","","02/08/2018","BKST B&N BOSTON U #4800  BOS","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$4.38,$0.00,"Cleared"
"USAA Joint Visa","","02/08/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.75,$0.00,"Cleared"
"USAA Joint Visa","","02/08/2018","MARTIN'S NEWS SHOPS-     617-261","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.08,$0.00,"Cleared"
"USAA Checking","","02/08/2018","VENMO            CASHOUT    ****","Archive: JG's Bachelorette","Archive","JG's Bachelorette","",$0.00,$64.94,"Cleared"
"USAA Checking","","02/08/2018","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1632.09,"Cleared"
"USAA Checking","","02/07/2018","Transfer : USAA Joint Visa","","","","",$1571.98,$0.00,"Cleared"
"USAA Checking","","02/07/2018","CHECK # 0000001420","Archive: Kiddo Spending","Archive","Kiddo Spending","TCS deposit #1420",$75.00,$0.00,"Cleared"
"USAA Joint Visa","","02/07/2018","Transfer : USAA Checking","","","","",$0.00,$1571.98,"Cleared"
"USAA Joint Visa","","02/06/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.74,$0.00,"Cleared"
"USAA Checking","","02/05/2018","CHECK # 0000001419","Archive: Paint da House!","Archive","Paint da House!","#1419",$3275.00,$0.00,"Cleared"
"USAA Checking","","02/05/2018","TOWN OF NATICK   TAX        ****","True Expenses: Taxes","True Expenses","Taxes","excise taxes",$108.75,$0.00,"Cleared"
"USAA Checking","","02/05/2018","TOWN OF NATICK   UTILITY    ****","Immediate Obligations: Water","Immediate Obligations","Water","",$56.36,$0.00,"Cleared"
"USAA Joint Visa","","02/05/2018","AMZ*PeachDish LLC        866-216","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$50.00,$0.00,"Cleared"
"USAA Joint Visa","","02/05/2018","AMAZON MKTPLACE PMTS     AMZN.CO","Extras: Disposable Income","Extras","Disposable Income","kitchen mat",$47.97,$0.00,"Cleared"
"USAA Checking","","02/05/2018","VENMO            PAYMENT    ****","Archive: Christmas/NYE 2017 (CLE+Pitt)","Archive","Christmas/NYE 2017 (CLE+Pitt)","",$43.74,$0.00,"Cleared"
"USAA Joint Visa","","02/05/2018","GOOGLE *YouTube TV       855-836","Immediate Obligations: Internet and Streaming TV","Immediate Obligations","Internet and Streaming TV","",$35.00,$0.00,"Cleared"
"HSA","","02/05/2018","Harvard UHS","True Expenses: Health/Medical (HSA-qualified)","True Expenses","Health/Medical (HSA-qualified)","",$25.00,$0.00,"Reconciled"
"USAA Joint Visa","","02/05/2018","AMAZON.COM AMZN.COM/BILL AMZN.CO","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","hand soap",$17.79,$0.00,"Cleared"
"USAA Joint Visa","","02/05/2018","BOSE PP       26079400   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$5.05,$0.00,"Cleared"
"USAA Checking","","02/05/2018","VENMO            CASHOUT    ****","Archive: JG's Bachelorette","Archive","JG's Bachelorette","",$0.00,$64.94,"Cleared"
"USAA Checking","","02/05/2018","VENMO            CASHOUT    ****","Archive: JG's Bachelorette","Archive","JG's Bachelorette","",$0.00,$64.94,"Cleared"
"USAA Checking","","02/05/2018","VENMO            CASHOUT    ****","Archive: College Station Visit!","Archive","College Station Visit!","",$0.00,$215.00,"Cleared"
"USAA Joint Visa","","02/04/2018","AVIS.COM PREPAY RESERV   8003527","Archive: College Station Visit!","Archive","College Station Visit!","",$198.16,$0.00,"Cleared"
"USAA Joint Visa","","02/04/2018","STOP & SHOP 0006         NAT","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$92.45,$0.00,"Cleared"
